position	COMBINED_rate(cM/Mb)	Genetic_Map(cM)
71088529	1.37E+00	0.244042404
71239398	9.22E+00	0.244056316
71239659	0.010344828	0.244059016
71421420	9.87E-02	0.24406081
71444070	0.000203002	0.244065408
71450692	0.077717608	0.244580054
71807851	0.0017388	0.245201082
72051529	0.000119802	0.245230275
72051556	0.468777778	0.245242932
72108318	0.004350921	0.245489899
72111134	0.255930043	0.246210598
72111964	0.861083133	0.246925297
72111974	5.575.799.998	0.246981055
72504467	6.23E+00	0.247005493
72528571	0.128411799	0.250100731
72531363	0.002487106	0.250107675
72540975	0.156713483	0.251614005
72742546	0.001769977	0.251970781
72816334	0.006053139	0.25241743
73340313	0.000189135	0.252516533
73706321	0.015840659	0.258314341
74061521	0.001482247	0.258840835
74193922	0.001162076	0.258994695
74257861	0.002422293	0.259149574
74352528	0.024659765	0.26148404
74355334	1.013.155.738	0.264326955
74360132	0.771069195	0.268026545
74688162	0.029611386	0.277739968
74688218	5.820.353.036	0.310333945
74741574	0.053887642	0.313209174
75045959	0.019314066	0.319088086
75079617	0.063048012	0.321210156
75163958	0.067097805	0.326869252
75333653	0.034370924	0.332701826
75442012	0.035821039	0.336583358
75477670	0.130560183	0.341238873
75478358	5.631.994.186	0.345113685
75485176	2.525.962.599	0.362335698
75748919	0.010182962	0.365021383
75789812	0.004008828	0.365185316
76242413	0.001012614	0.365643626
76304506	0.002333323	0.365788509
76406645	0.003025132	0.366097493
76465282	0.003630199	0.366310357
76480545	0.100565813	0.367845293
76480694	5.382.883.893	0.37586579
76486675	0.24802324	0.377349217
76505319	0.064012283	0.378542662
76511247	1.315.929.487	0.386343492
76952905	0.044633101	0.406056058
76957665	0.940798739	0.41053426
76958577	4.643.378.289	0.414769021
77190763	0.000119202	0.414796698
77191340	0.488974003	0.415078836
77191350	1.539.291	0.416618127
77207561	0.003494973	0.416674784
77350877	0.034757096	0.421656032
77351069	8.631.770.833	0.438229032
77353150	787.256.223	0.454611834
77353237	5.243.473.564	0.459173656
77488165	0.033622621	0.463710289
77526828	0.46060554	0.481518681
77596089	0.023770231	0.483165031
77738822	0.03707238	0.488456483
78142002	0.00031756	0.488584517
78168130	0.149176018	0.492482188
78176186	0.676811197	0.497934579
78192298	0.243872455	0.501863852
78430645	0.017646792	0.506069912
78663168	0.08841672	0.526628833
78756700	0.085387803	0.534615325
78756913	1.010.846.009	0.536768427
78757227	3.459.140.127	0.537854597
78809481	0.102296322	0.543199989
78928270	0.030558604	0.546830015
79083750	0.016118002	0.549336042
79083994	279.507.582	0.556156027
79157411	0.007847964	0.556732201
79186993	0.010208674	0.557034194
79391898	0.031224987	0.56343235
79456101	0.220172889	0.57756811
79487269	0.100803484	0.580709953
79487385	511.261	0.640016229
79678961	0.560634531	0.74742035
79679333	5.244.185.484	0.749371187
79679819	6.726.201.646	0.752640121
79711229	0.814777491	0.778232282
79784789	0.07100885	0.783455693
79955869	0.001664566	0.783740467
80077322	0.037710464	0.788320516
80121257	0.078936042	0.791788571
80228612	0.011194933	0.792990403
80229851	0.088201776	0.793099685
80229923	6.352.480.555	0.797673471
80230402	2.332.824.843	0.808847702
80524241	0.050895201	0.823802697
80559077	1.116.924.704	0.862711886
80560392	3.039.612.928	0.866708977
80591939	0.050059657	0.868288209
80592092	2.026.609.804	0.871388922
80598198	1.002.864.559	0.877512413
80669302	0.155202647	0.888547942
80833304	0.011582901	0.890447561
80833454	3.100.305.333	0.895098019
80833655	174.943.597	0.930261682
80833694	320.353.359	0.942755463
80833816	4.058.837.295	0.992273278
80834539	0.618055325	0.992720132
80835981	6.94E+21	100.074.559.058.046
80850965	4.48E+18	100.746.377.705.443
81013179	1.87E+17	101.050.466.670.341
81410256	1.83E+17	101.776.511.001.565
81464383	1.15E+18	102.398.399.634.439
81567297	2.11E+18	104.568.970.878.766
81750427	6.79E+17	105.813.106.660.439
81750832	1.48E+19	105.873.057.784.870
81795435	5.27E+18	108.222.658.382.799
81924913	5.03E+16	108.873.363.318.377
81927446	1.18E+18	109.172.738.979.660
81936802	9.49E+17	110.060.941.706.651
82321261	7.93E+16	110.365.780.244.844
82424459	1.08E+18	111.480.663.208.348
82629061	3.56E+17	112.208.908.493.055
82787205	6.89E+17	113.298.816.072.764
82927841	3.39E+17	113.775.884.505.209
82935946	7.61E+18	114.392.988.175.843
82954172	1.20E+19	116.574.667.819.501
83012088	2.78E+17	118.182.877.385.397
83059316	2.90E+17	118.320.011.534.427
83060566	7.28E+19	119.230.083.614.353
83060620	2.12E+21	120.376.243.592.354
83130290	7.24E+16	120.880.877.458.673
83138255	1.10E+19	121.759.218.651.525
83177518	1.28E+18	122.260.063.838.462
83187094	3.97E+17	122.298.039.963.150
83416455	1.42E+17	122.623.688.236.238
83416555	1.74E+19	122.641.071.341.226
83418674	6.71E+17	122.655.288.300.222
83419440	3.57E+18	122.682.637.194.018
83488954	1.41E+17	122.780.474.195.764
83602369	3.63E+16	122.821.631.431.152
83843357	2.49E+16	122.881.543.829.362
84026698	8.20E+16	123.031.903.950.007
84208108	5.04E+16	123.123.377.501.045
84214236	2.08E+18	123.250.640.152.362
84214331	5.33E+18	123.255.708.183.850
84214593	4.31E+19	123.368.708.250.444
84214632	1.47E+21	123.943.656.261.019
84217773	1.57E+18	123.993.000.060.608
84219154	3.69E+19	124.502.956.566.745
84401586	6.07E+17	125.610.891.430.549
84457106	2.44E+17	125.746.483.806.798
84727196	6.63E+16	125.925.524.250.101
84727244	8.25E+21	129.886.012.499.244
84728052	1.06E+20	130.743.521.329.243
84979169	1.04E+18	133.358.071.224.428
85243930	1.57E+17	133.772.454.247.841
85466533	1.86E+17	134.186.563.905.233
85545111	1.22E+18	135.143.700.668.570
85715615	1.81E+17	135.452.927.709.395
85760205	1.91E+18	136.305.162.350.718
85897859	1.10E+18	137.825.251.300.590
85902599	9.29E+18	138.265.747.267.734
85916184	3.21E+18	138.702.198.592.880
85953453	4.09E+17	138.854.778.676.283
86088641	1.16E+18	140.428.817.701.253
86090282	7.34E+18	140.549.323.436.736
86090388	9.02E+20	141.505.869.353.475
86095990	7.73E+18	141.938.760.274.226
86153316	7.51E+17	142.369.112.851.661
86153327	3.91E+20	142.412.132.984.423
86164613	6.67E+18	143.165.459.716.138
86305814	3.44E+17	143.651.458.620.818
86328884	5.10E+17	143.769.033.128.798
86355044	1.09E+17	143.797.496.429.924
86355313	1.03E+20	144.074.971.845.683
86356334	9.03E+18	144.167.152.952.074
86356478	1.65E+20	146.548.343.863.033
86387941	5.72E+17	146.728.338.464.886
86441457	2.86E+18	148.256.975.536.616
86442644	6.39E+19	149.015.224.818.969
86527570	1.86E+17	149.173.566.876.530
86663670	2.08E+17	149.456.625.428.887
86745999	5.23E+17	149.887.280.803.457
86750211	1.12E+17	149.891.987.419.572
86750499	1.52E+20	150.330.600.781.196
86847460	2.11E+17	150.534.825.778.036
86847564	7.00E+18	150.542.109.577.202
86848639	8.27E+18	150.630.961.083.296
86877878	1.32E+17	150.669.662.087.229
86887703	1.38E+16	150.683.192.082.769
86942383	2.00E+16	150.694.147.488.816
87030691	1.59E+16	150.708.207.565.802
87161066	28849434186	150.711.968.810.784
87161681	1.43E+19	150.799.920.380.883
87161795	2.69E+19	150.830.581.219.668
87180917	6.11E+17	150.947.429.153.268
87196723	9.25E+17	151.093.614.246.564
87322718	4.28E+15	151.147.479.584.112
87392925	99520247839	151.154.466.602.152
87463611	2.20E+17	151.310.058.426.971
87558284	2.67E+16	151.335.333.613.547
87600773	1.99E+17	151.419.732.566.499
87663628	3.53E+16	151.441.935.851.358
87731694	7.66E+16	151.494.052.927.684
87746117	4.40E+17	151.557.580.228.959
87749782	2.68E+18	151.655.953.503.027
87944567	27769411223	151.661.362.567.792
87965133	2.59E+16	151.666.693.916.136
87982085	3.57E+17	151.727.270.972.407
88057276	1.13E+17	151.812.498.385.135
88127428	1.68E+17	151.930.446.294.489
88173638	9.15E+16	151.972.717.203.860
88294149	1.70E+16	151.993.262.362.347
88322772	9.35E+16	152.020.014.070.398
88347389	3.76E+14	152.029.272.511.885
88389559	73557177780	152.032.374.418.072
88434918	89445437377	152.036.431.573.666
88451543	1.19E+16	152.038.417.215.963
88451740	1.48E+18	152.041.328.656.040
88451789	4.30E+18	152.043.436.749.215
88451932	2.17E+18	152.046.542.812.187
88452136	4.27E+16	152.047.414.014.137
88471573	3.04E+16	152.106.417.033.321
88535784	47603546059	152.109.473.704.617
88583876	1.02E+17	152.158.602.505.854
