position	COMBINED_rate(cM/Mb)	Genetic_Map(cM)
6985383	0.289099684	0.129800993
7147029	0.002232523	0.130161871
7250032	0.001213306	0.130286845
7427636	0.001128229	0.130487223
7882786	0.000334276	0.130639369
7900964	0.002044011	0.130676525
8043289	0.000755679	0.130784077
8043736	0.060235238	0.130811002
8311988	0.000154124	0.130852346
8359750	0.001238739	0.130911511
8474261	0.001988871	0.131139259
8474270	6.321.868.273	0.131196155
8660455	0.000989329	0.131380354
8670291	0.001434952	0.131394468
8794822	0.000258853	0.131426703
8882591	0.000642778	0.131483119
8918435	0.000303829	0.131494009
9656631	0.000200125	0.131641741
10235747	7.77E+00	0.131686723
10351747	0.002445046	0.131970348
10352617	0.010340763	0.131979345
10352719	0.397032824	0.132019842
10353176	0.022036694	0.132029913
10414891	3.47E+00	0.132032056
10415002	0.071423894	0.132039984
10451737	0.000699948	0.132065696
11226418	2.66E+00	0.132086338
11226827	0.015853711	0.132092822
11311563	0.000125894	0.13210349
11460409	2.49E+00	0.132107191
11805410	1.11E+00	0.132111034
11806183	0.010264234	0.132118969
12280244	7.44E-03	0.132119004
12790782	1.31E+00	0.132125669
12790816	3.142.071.983	0.132232499
12795763	0.001188392	0.132238378
12951888	0.002267266	0.132592355
12952003	2.342.896.519	0.135286686
12952173	451.942.233	0.136054988
13304468	0.000244046	0.136140964
14852854	6.21E-02	0.136237088
14853028	0.864722349	0.136387549
14853083	2.341.781.978	0.136516347
15572748	0.00044661	0.136837757
15761159	6.91E+00	0.136850778
16527499	0.000267218	0.137055558
17394134	0.000136722	0.137174047
17853890	0.000857716	0.137568387
18826247	0.000174119	0.137737692
19231866	0.001002875	0.138144477
19487287	0.002777551	0.138853922
20845412	0.001830983	0.141340625
21044695	0.002181885	0.141775438
21192924	0.002073601	0.142082806
21264610	0.003670018	0.142345895
21264794	0.123268441	0.142368576
21407743	8.04E+00	0.142380075
21610960	0.000511976	0.142484117
22080291	4.95E-01	0.142486441
23230341	2.24E+00	0.142512225
24775960	1.26E-01	0.142514177
28754299	4.10E-01	0.142677162
29070531	5.62E+00	0.142694934
30812479	1.56E+00	0.142722121
31049156	0.000100873	0.142745996
31520501	6.00E-01	0.142774298
31521212	0.402323485	0.14306035
31521320	2.281.625.416	0.143306765
31784448	0.001401067	0.143675425
32236211	2.71E-01	0.143687647
32567149	9.71E+00	0.143719766
32671957	0.000211357	0.143741918
33680215	7.15E+00	0.143814043
33681267	0.174289205	0.143997395
33681501	0.021040349	0.144002318
34912758	0.010854903	0.157367494
34913067	5.573.543.838	0.174589744
35649402	0.00126937	0.175524426
35822502	0.003212757	0.176080554
36041036	0.003407711	0.176825255
36524095	4.00E+00	0.176844597
36646002	0.004254537	0.177363254
36646088	1.430.397.125	0.178593396
37335897	6.13E+00	0.178635705
38648276	0.000205082	0.17890485
39333997	0.001315246	0.179806742
40414635	3.85E+00	0.179848362
40416291	0.067351679	0.179959897
40416304	4.896.224.453	0.180596406
43780085	0.001990209	0.187291034
43864160	0.000784896	0.187357024
43993316	0.011303176	0.188816897
44403906	0.013087149	0.19419035
44405128	217.850.531	0.196852483
44899486	0.001033136	0.197363222
44957023	0.003512487	0.19756532
45196976	0.002588801	0.198186511
45197297	0.491479216	0.198344276
45198857	0.025317588	0.198383771
45199246	183.810.934	0.199098796
45572164	0.003365309	0.20035378
45642240	0.016751447	0.201527654
45788396	0.006298647	0.202448239
45924103	0.003139844	0.202874338
45951002	0.003507268	0.20296868
45953920	0.698736934	0.205007594
46077355	0.010496875	0.206303276
46078957	0.381721863	0.206914795
46079913	0.750213939	0.207631999
46084463	0.212919782	0.208600784
46084745	9.163.827.331	0.211184984
46131123	0.097390826	0.215701775
46131220	0.830219445	0.215782307
46131771	1.112.981.011	0.221914832
46132441	0.905700068	0.222521651
46132808	173.301.933	0.223157669
46134887	2.007.973.634	0.227332246
46135003	4.902.529.403	0.22790094
46135027	4.534.835.161	0.228009776
46135330	0.330792532	0.228110006
46138122	0.001565263	0.228114376
46138203	0.023483435	0.228116278
46138882	0.118511426	0.228196747
46138944	6.823.831.418	0.228619825
46139772	0.575829583	0.229096612
46139853	4.769.801.746	0.229482966
46148139	0.112735896	0.230417095
46148187	6.245.323.459	0.230716871
46288720	0.00423642	0.231312228
46683467	0.000621614	0.231557608
46685133	0.032409936	0.231611603
46685159	1.705.709.581	0.231655951
46685162	5.207.663.592	0.231812181
46685894	0.304176425	0.232034838
46686242	0.282104114	0.232133011
46687275	0.335213245	0.232479286
46687355	1.685.749.296	0.232614146
46744528	0.00095143	0.232668542
46837871	5.98E+00	0.232674121
46942759	0.001552479	0.232836958
47187905	0.000345913	0.232921757
47200447	0.00032578	0.232925843
47237043	0.011965659	0.233363738
47458102	0.000516984	0.233478022
47458361	0.304954135	0.233557005
47559641	0.00083492	0.233641566
47662364	0.000334007	0.233675876
47753124	0.023474251	0.235806399
47754984	0.130949013	0.236049964
47918632	0.002118381	0.236396633
47954945	0.003732583	0.236532174
48069790	0.037204505	0.240804926
48173462	0.009371043	0.24177644
48611285	0.004849043	0.243899463
48721662	0.001050782	0.244015445
49140012	5.56E-01	0.244017771
49453657	1.90E+00	0.244023718
49537802	0.000148314	0.244036198
49754441	3.91E-01	0.244037046
49977704	2.40E+00	0.244042404
50078813	0.00013759	0.244056316
50174507	2.82E+00	0.244059016
50366655	9.34E-01	0.24406081
50367159	0.009123064	0.244065408
50367228	7.458.636.134	0.244580054
50367631	1.541.011.835	0.245201082
50367678	0.621142891	0.245230275
50435563	0.000186439	0.245242932
50464344	0.008580922	0.245489899
50806427	0.002106794	0.246210598
51197969	0.001825345	0.246925297
51386555	0.000295664	0.246981055
51565563	0.000136516	0.247005493
51578211	0.244721565	0.250100731
51611870	0.000206319	0.250107675
51888213	0.005450942	0.251614005
51888503	123.026.061	0.251970781
51989783	0.004410045	0.25241743
52027191	0.002649236	0.252516533
52147350	0.048251131	0.258314341
52148880	0.344113893	0.258840835
52307123	0.000972301	0.258994695
52446006	0.001115182	0.259149574
52446019	1.795.743.044	0.26148404
52452548	0.435428831	0.264326955
52519931	0.054903898	0.268026545
52799014	0.034804782	0.277739968
52838593	0.823516953	0.310333945
52996314	0.018229844	0.313209174
53091476	0.061777932	0.319088086
53196614	0.020183663	0.321210156
53315931	0.047429087	0.326869252
53687100	0.015714066	0.332701826
53723836	0.105660165	0.336583358
53858653	0.034532108	0.341238873
53911437	0.073408826	0.345113685
53969586	0.296170403	0.362335698
54060817	0.029438296	0.365021383
54117387	0.002897886	0.365185316
54117688	1.522.623.378	0.365643626
54194311	0.001890862	0.365788509
54320106	0.002456247	0.366097493
54392089	0.002957145	0.366310357
54470269	0.01963336	0.367845293
54470284	5.346.997.624	0.37586579
54548387	0.018993221	0.377349217
54571620	0.051368528	0.378542662
54674810	0.075596761	0.386343492
54929223	0.077482542	0.406056058
54956475	0.164325624	0.41053426
54962067	0.757289135	0.414769021
54965286	0.008597952	0.414796698
54976074	0.026152948	0.415078836
54976154	1.924.113.821	0.416618127
55038965	0.00090203	0.416674784
55039035	7.116.068.798	0.421656032
55051108	137.273.255	0.438229032
55142095	0.180056509	0.454611834
55183527	0.11010382	0.459173656
55283204	0.045513347	0.463710289
55794340	0.034840809	0.481518681
55948860	0.01065461	0.483165031
56184931	0.022414663	0.488456483
56448487	0.000485792	0.488584517
56659770	0.018447632	0.492482188
56713821	0.100874944	0.497934579
56876796	0.024109664	0.501863852
56940939	0.065573177	0.506069912
56940969	685.297.366	0.526628833
57006811	0.121297836	0.534615325
57072665	0.032695086	0.536768427
57134490	0.017568452	0.537854597
57252013	0.045483799	0.543199989
57346489	0.038422724	0.546830015
57421047	0.033611782	0.549336042
57422065	6.699.396.195	0.556156027
57423038	0.592162085	0.556732201
57423104	4.575.649.257	0.557034194
57423119	4.265.437.288	0.56343235
57779733	0.039638826	0.57756811
57779841	2.909.113.799	0.580709953
58240294	0.128799847	0.640016229
58272671	3.317.296.867	0.74742035
58375217	0.019024023	0.749371187
58582477	0.015772139	0.752640121
58956854	0.068359332	0.778232282
59290077	0.015675422	0.783455693
59475851	0.001532902	0.783740467
59483358	0.610103749	0.788320516
59598694	0.030069146	0.791788571
60182931	0.002057097	0.792990403
60250891	0.001608031	0.793099685
60279259	0.161230488	0.797673471
60562325	0.039475707	0.808847702
60829989	0.05587227	0.823802697
60913544	0.465671578	0.862711886
61051598	0.028953101	0.866708977
61075452	0.066204075	0.868288209
61157938	0.037590774	0.871388922
61158029	6.729.111.551	0.877512413
61209710	0.213531643	0.888547942
61252537	0.044355628	0.890447561
61320303	0.068625242	0.895098019
61352957	1.076.856.225	0.930261682
61393108	0.311169868	0.942755463
61466136	0.678066143	0.992273278
61466237	4.424.300.375	0.992720132
61470614	2.29E+21	100.074.559.058.046
