position	COMBINED_rate(cM/Mb)	Genetic_Map(cM)
9558289	0.001128038	0.136837757
9824412	4.89E+00	0.136850778
10031602	0.000988368	0.137055558
10113014	0.001455418	0.137174047
10113926	0.432390548	0.137568387
10114175	0.679941807	0.137737692
10273830	0.0025479	0.138144477
10418984	0.004887533	0.138853922
10420581	1.557.109.079	0.141340625
10645907	0.001929705	0.141775438
10714562	0.00447699	0.142082806
10808069	0.002813575	0.142345895
11376900	3.99E+00	0.142368576
12661379	8.95E-01	0.142380075
13360466	0.000148826	0.142484117
13386684	8.86E+00	0.142486441
13688447	8.54E-01	0.142512225
14151270	4.22E-01	0.142514177
14151710	0.37041945	0.142677162
14151730	0.888605264	0.142694934
14363563	0.000128344	0.142722121
14428203	0.000369343	0.142745996
14541535	0.000249726	0.142774298
14586944	0.006299456	0.14306035
14877362	0.000848486	0.143306765
15061631	0.002000662	0.143675425
15144817	0.000146924	0.143687647
15144915	0.327744766	0.143719766
15144939	0.922997521	0.143741918
15735037	0.000122225	0.143814043
15799188	0.002858135	0.143997395
16835124	4.75E-01	0.144002318
17003787	0.079241895	0.157367494
17620118	0.027943184	0.174589744
17840305	0.004244945	0.175524426
18120712	0.001983289	0.176080554
18167048	0.016071754	0.176825255
18295841	0.000150175	0.176844597
18632465	0.001540763	0.177363254
19633164	0.001229282	0.178593396
20265189	6.69E+00	0.178635705
20265893	0.382308923	0.17890485
20273756	0.11470069	0.179806742
20274240	0.085993008	0.179848362
20274281	2.720.350.742	0.179959897
20318671	0.014339022	0.180596406
20380406	0.108441377	0.187291034
27186875	9.70E-02	0.187357024
28306604	0.001303774	0.188816897
32104744	0.001414759	0.19419035
32680860	0.004620829	0.196852483
32758033	0.006618103	0.197363222
32845925	0.00229939	0.19756532
33270249	0.001463953	0.198186511
34469818	0.000131518	0.198344276
34686144	0.000182574	0.198383771
35572771	0.000806455	0.199098796
35572914	87.761.139	0.20035378
35576954	0.290562971	0.201527654
36834630	0.000731973	0.202448239
38614493	0.0002394	0.202874338
39207879	0.000158989	0.20296868
39208090	9.663.101.292	0.205007594
39678218	0.002756019	0.206303276
39681703	0.175471571	0.206914795
41539479	0.000386055	0.207631999
41539529	1.937.570.012	0.208600784
41539860	7.807.248.663	0.211184984
41541268	3.207.948.682	0.215701775
41542623	0.059432683	0.215782307
42206237	0.009241103	0.221914832
42260024	0.011281891	0.222521651
42300405	0.01575043	0.223157669
42300779	1.116.197.108	0.227332246
42894565	0.000957741	0.22790094
42894591	4.186.001.688	0.228009776
42992190	0.001026959	0.228110006
43212090	1.99E+00	0.228114376
43217989	0.000322454	0.228116278
43218223	0.343885718	0.228196747
43218321	4.317.117.836	0.228619825
43218399	6.112.652.499	0.229096612
43218843	0.870166535	0.229482966
43219267	2.203.135.931	0.230417095
43219353	3.485.761.931	0.230716871
43300256	0.007358896	0.231312228
44271960	0.000252526	0.231557608
44622109	0.000154206	0.231611603
44945062	0.000137322	0.231655951
44945205	1.092.516.837	0.231812181
45125984	0.001231654	0.232034838
45542672	0.000235601	0.232133011
45544150	0.234286388	0.232479286
45545592	0.093522846	0.232614146
45545670	0.697385971	0.232668542
45545694	0.232471121	0.232674121
45546574	0.185041434	0.232836958
45598757	0.001625034	0.232921757
45992075	1.04E+00	0.232925843
46046095	0.008106169	0.233363738
46454617	0.00027975	0.233478022
46891499	0.000180788	0.233557005
47050080	0.000533233	0.233641566
47309125	0.000132449	0.233675876
47309196	3.000.736.617	0.235806399
47309576	0.640960957	0.236049964
47309920	100.775.825	0.236396633
47340872	0.00437908	0.236532174
47454994	0.037440208	0.240804926
47506482	0.018868761	0.24177644
47557989	0.041218134	0.243899463
47573236	0.007606882	0.244015445
47747659	1.33E+00	0.244017771
47747794	0.044054777	0.244023718
47886732	8.98E+00	0.244036198
47991614	8.08E-01	0.244037046
47991663	0.1093582	0.244042404
48250197	5.38E+00	0.244056316
48410057	1.69E+00	0.244059016
48410294	0.007569689	0.24406081
48888213	9.62E-01	0.244065408
49045619	0.003269544	0.244580054
49092589	0.013221796	0.245201082
49094498	0.015292675	0.245230275
49177407	0.000152654	0.245242932
49177458	4.842.500.281	0.245489899
49177482	3.002.910.142	0.246210598
49179471	0.359325883	0.246925297
49179532	0.91406761	0.246981055
49185487	0.0041037	0.247005493
49242992	0.053825552	0.250100731
49356615	6.11E+00	0.250107675
49460622	0.014482965	0.251614005
49467229	0.053999633	0.251970781
49719416	0.001771104	0.25241743
49736378	0.005842627	0.252516533
49736422	1.317.683.566	0.258314341
49737704	0.410681947	0.258840835
49737818	1.349.647.819	0.258994695
49744187	0.024317759	0.259149574
49835932	0.025445157	0.26148404
49836134	1.407.383.581	0.264326955
49840687	0.812560808	0.268026545
49888144	0.204678404	0.277739968
50396941	0.064060868	0.310333945
50479738	0.034726249	0.313209174
50583699	0.056549201	0.319088086
50583895	1.082.688.742	0.321210156
50583953	9.757.062.762	0.326869252
50583991	1.534.887.948	0.332701826
50584137	2.658.583.429	0.336583358
50584317	2.586.397.361	0.341238873
50584455	2.807.834.382	0.345113685
50584727	633.162.234	0.362335698
50671067	0.03110592	0.365021383
50922126	0.000652968	0.365185316
51477749	0.000824857	0.365643626
51588199	0.001311757	0.365788509
51696835	0.00284421	0.366097493
51698150	0.161873901	0.366310357
51698275	1.227.948.867	0.367845293
51980344	0.028434519	0.37586579
51994498	0.104806241	0.377349217
51998374	0.307906347	0.378542662
