position	COMBINED_rate(cM/Mb)	Genetic_Map(cM)
13638810	0.035757009	0.131686723
14924207	0.000220652	0.131970348
15669100	1.21E+00	0.131979345
18005870	1.73E+00	0.132019842
18087064	0.000124033	0.132029913
18507137	5.10E-01	0.132032056
18508065	0.00854316	0.132039984
18508234	0.152145574	0.132065696
18929641	4.90E+00	0.132086338
19610654	9.52E-01	0.132092822
21317120	6.25E-01	0.13210349
21365349	7.67E+00	0.132107191
21365454	0.036606712	0.132111034
22890130	5.20E-01	0.132118969
23716492	4.27E-04	0.132119004
23716886	0.016915666	0.132125669
23716935	2.180.213.212	0.132232499
23718727	0.003280679	0.132238378
23718949	1.594.490.475	0.132592355
23719258	871.951.779	0.135286686
24670978	0.000807277	0.136054988
24713400	0.002026689	0.136140964
24713568	0.57216549	0.136237088
25775384	0.000141702	0.136387549
26038045	0.000490358	0.136516347
26038100	584.381.048	0.136837757
26752660	1.82E+00	0.136850778
26752905	0.835836817	0.137055558
31601741	2.44E+00	0.137174047
31602507	0.514804413	0.137568387
32483170	0.000192248	0.137737692
32978026	0.000822027	0.138144477
32978081	1.289.899.919	0.138853922
32978471	6.376.162.048	0.141340625
33935337	0.000454413	0.141775438
33940193	0.063296485	0.142082806
34592733	0.000403177	0.142345895
35456235	2.63E+00	0.142368576
35757925	3.81E-01	0.142380075
36278195	0.000199977	0.142484117
36278447	0.009220777	0.142486441
36553264	9.38E+00	0.142512225
36903616	5.57E-01	0.142514177
37075852	0.000946286	0.142677162
37223877	0.000120062	0.142694934
38047700	3.30E+00	0.142722121
38283065	0.000101435	0.142745996
39086805	3.52E+00	0.142774298
39215771	0.002218042	0.14306035
39462012	0.001000709	0.143306765
39472188	0.036228381	0.143675425
39598602	9.67E+00	0.143687647
40053025	7.07E+00	0.143719766
40252349	0.000111135	0.143741918
40611308	0.000200927	0.143814043
40611425	1.567.113.193	0.143997395
40613506	0.002365902	0.144002318
40689929	0.174884206	0.157367494
40858606	0.102101949	0.174589744
41078607	0.004248534	0.175524426
41143428	0.008579444	0.176080554
41354488	0.003528384	0.176825255
41354501	1.487.802.521	0.176844597
41355244	0.698058938	0.177363254
41356984	0.706977889	0.178593396
41533818	0.000239256	0.178635705
41720015	0.001445488	0.17890485
41720062	1.918.918.134	0.179806742
41721163	0.037802558	0.179848362
41954467	0.000478065	0.179959897
41954541	8.601.475.388	0.180596406
41954580	1.716.571.387	0.187291034
41955234	0.10090228	0.187357024
42119766	0.008872882	0.188816897
42119915	3.606.344.081	0.19419035
42120645	3.646.758.204	0.196852483
42555347	0.001174917	0.197363222
42657068	0.001986787	0.19756532
42659856	0.222808636	0.198186511
42786040	0.001250276	0.198344276
43121933	0.000117583	0.198383771
43125095	0.226130466	0.199098796
43125907	1.545.547.152	0.20035378
43191966	0.01777009	0.201527654
43192596	1.461.246.001	0.202448239
43253894	0.006951269	0.202874338
43427122	0.000544612	0.20296868
43579421	0.013387576	0.205007594
43652914	0.017630003	0.206303276
43653755	0.727132491	0.206914795
44288221	0.001130407	0.207631999
44288708	1.989.291.593	0.208600784
44316647	0.092494338	0.211184984
44319853	1.408.855.816	0.215701775
44319895	1.917.411.574	0.215782307
44380117	0.101831978	0.221914832
44416107	0.016860768	0.222521651
44499261	0.007648677	0.223157669
44516464	0.24266565	0.227332246
44649580	0.004272164	0.22790094
44687759	0.002850678	0.228009776
44876137	0.000532069	0.228110006
45035807	2.74E+00	0.228114376
45145932	1.73E+00	0.228116278
45146117	0.434968962	0.228196747
45146134	2.488.691.457	0.228619825
45146174	1.191.967.237	0.229096612
45146538	1.061.411.927	0.229482966
45146936	2.347.059.384	0.230417095
45147009	4.106.514.055	0.230716871
45185262	0.015563662	0.231312228
45239915	0.004489784	0.231557608
45498052	0.000209172	0.231611603
45776828	0.000159083	0.231655951
45789071	0.012760754	0.231812181
45813809	0.009000612	0.232034838
45814156	0.282917094	0.232133011
46813857	0.000346379	0.232479286
46814574	0.188089182	0.232614146
46817527	0.018420625	0.232668542
46865216	0.000116994	0.232674121
46865716	0.325672924	0.232836958
46897234	0.002690499	0.232921757
46948308	8.00E+00	0.232925843
47159232	0.002076081	0.233363738
47159265	3.463.147.895	0.233478022
47159669	0.195502775	0.233557005
47160480	0.104267143	0.233641566
47307287	0.00023371	0.233675876
47307302	1.420.348.666	0.235806399
47311025	0.065421747	0.236049964
47348171	0.009332602	0.236396633
47483009	0.001005216	0.236532174
47551623	0.062272297	0.240804926
47655459	0.009356242	0.24177644
47674858	0.109439788	0.243899463
47693809	0.006120106	0.244015445
47811510	1.98E+00	0.244017771
47875892	9.24E+00	0.244023718
48585482	1.76E+00	0.244036198
48736946	5.60E-01	0.244037046
48778791	0.000128057	0.244042404
48956963	7.81E+00	0.244056316
49002470	5.93E+00	0.244059016
49221746	8.18E-01	0.24406081
49351625	3.54E+00	0.244065408
49455985	0.004931448	0.244580054
49532235	0.008144626	0.245201082
49553646	0.001363491	0.245230275
49665986	0.000112662	0.245242932
49668095	0.117101714	0.245489899
49745280	0.009337286	0.246210598
49746193	0.782803046	0.246925297
49746796	0.092467868	0.246981055
49747233	0.055921131	0.247005493
49747253	1.547.619.175	0.250100731
49747344	0.076313259	0.250107675
49747486	1.060.795.609	0.251614005
49747693	1.723.553.511	0.251970781
49747850	2.844.900.493	0.25241743
49839630	0.001079785	0.252516533
50150805	0.018631984	0.258314341
50151362	0.945232057	0.258840835
50151438	2.024.471.728	0.258994695
50151500	2.498.061.356	0.259149574
50151511	2.122.241.779	0.26148404
50155390	0.7328989	0.264326955
50155639	1.485.778.859	0.268026545
50287421	0.073708268	0.277739968
50290359	110.939.338	0.310333945
50416079	0.022870102	0.313209174
50754110	0.017391634	0.319088086
50921700	0.012662271	0.321210156
50960978	0.144078018	0.326869252
51079622	0.049160296	0.332701826
51080778	3.357.726.476	0.336583358
51453513	0.012490148	0.341238873
51453747	1.655.902.328	0.345113685
51518205	0.267181929	0.362335698
51518499	9.134.983.499	0.365021383
51518820	0.510695917	0.365185316
51519014	2.362.420.808	0.365643626
51551349	0.004480703	0.365788509
51566031	0.021045064	0.366097493
51599774	0.006308395	0.366310357
51604824	0.303947739	0.367845293
51604961	5.854.376.959	0.37586579
51604972	1.348.570.491	0.377349217
51606802	0.652155739	0.378542662
52191131	0.013350064	0.386343492
52191182	386.520.903	0.406056058
52191287	4.264.954.197	0.41053426
52191559	1.556.897.369	0.414769021
52191846	0.096434869	0.414796698
52269129	0.003650712	0.415078836
52454604	0.008299183	0.416618127
52544646	0.000629233	0.416674784
52544739	5.356.180.815	0.421656032
52546482	9.508.319.033	0.438229032
52693868	0.111155752	0.454611834
52792672	0.046170413	0.459173656
52792715	1.055.031.128	0.463710289
52792784	2.580.926.324	0.481518681
52793523	2.227.808.266	0.483165031
52794272	7.064.688.913	0.488456483
52795452	0.108502876	0.488584517
53104292	0.012620357	0.492482188
53104327	1.557.826.171	0.497934579
53105770	272.298.861	0.501863852
53105872	4.123.588.496	0.506069912
53105994	1.685.157.458	0.526628833
53106009	5.324.328.071	0.534615325
53178949	0.029518813	0.536768427
53367235	0.005768722	0.537854597
53654818	0.018587303	0.543199989
53656225	2.579.975.347	0.546830015
53782889	0.019784842	0.549336042
53782904	4.546.656.883	0.556156027
53783075	3.369.436.896	0.556732201
54329836	0.000552331	0.557034194
54505312	0.036461715	0.56343235
54856073	0.040300263	0.57756811
54856283	1.496.115.668	0.580709953
54860473	1.415.424.246	0.640016229
54961836	1.059.598.874	0.74742035
54997992	0.053956121	0.749371187
55087813	0.036393866	0.752640121
55207604	0.213640103	0.778232282
55207622	2.901.895.091	0.783455693
55220062	0.022891742	0.783740467
55220152	5.088.943.158	0.788320516
55283766	0.054517167	0.791788571
55284153	310.551.005	0.792990403
55284214	1.791.504.489	0.793099685
55465761	0.025193402	0.797673471
55887328	0.026506416	0.808847702
55889095	8.463.494.798	0.823802697
55889177	474.502.301	0.862711886
55889622	8.982.227.867	0.866708977
56033564	0.010971308	0.868288209
56033621	5.439.846.631	0.871388922
56037330	1.650.981.804	0.877512413
56628128	0.018679022	0.888547942
