position	COMBINED_rate(cM/Mb)	Genetic_Map(cM)
38102880	7.478.689.476	0.221914832
38103972	0.555695097	0.222521651
38167649	0.009988192	0.223157669
38231783	0.065091483	0.227332246
38233102	0.431154974	0.22790094
38233533	0.252519823	0.228009776
38233677	0.696042619	0.228110006
38233939	0.016680203	0.228114376
38992151	2.51E-01	0.228116278
39420222	0.000187981	0.228196747
39748931	0.001287088	0.228619825
39908878	0.002980906	0.229096612
39910324	0.267188065	0.229482966
39911606	0.728650261	0.230417095
39911672	4.542.053.425	0.230716871
39911746	8.045.361.763	0.231312228
39913375	0.150632397	0.231557608
40194139	0.000192314	0.231611603
40397444	0.000218138	0.231655951
40397730	0.546258419	0.231812181
40397745	1.484.380.954	0.232034838
40432650	0.002812555	0.232133011
40540427	0.003212887	0.232479286
40696334	0.000865002	0.232614146
40716591	0.002685299	0.232668542
40773965	9.72E+00	0.232674121
40775587	0.100392393	0.232836958
40777221	0.051896656	0.232921757
40777537	0.012930182	0.232925843
40777610	5.998.565.406	0.233363738
40845905	0.001673386	0.233478022
40874444	0.00276755	0.233557005
41349992	0.000177817	0.233641566
41448369	0.000348763	0.233675876
41448481	1.902.252.677	0.235806399
41448860	0.642652147	0.236049964
41449440	0.597704893	0.236396633
41585438	0.000996642	0.236532174
41585498	7.121.252.317	0.240804926
41585621	7.898.494.128	0.24177644
41585846	9.435.655.339	0.243899463
41585906	1.933.035.611	0.244015445
41585984	0.029816189	0.244017771
41587492	0.003943896	0.244023718
41587582	0.138664953	0.244036198
41587659	0.011010906	0.244037046
41587831	0.031154371	0.244042404
41603249	0.000902296	0.244056316
41603306	0.047369949	0.244059016
42278941	2.66E-02	0.24406081
42627957	1.32E+00	0.244065408
42629930	0.260844345	0.244580054
42640229	0.060299813	0.245201082
42665808	0.001141316	0.245230275
43204115	2.35E+00	0.245242932
43282911	0.003134265	0.245489899
43938034	0.001100096	0.246210598
44295451	0.001999623	0.246925297
44313651	0.003063633	0.246981055
44337734	0.001014721	0.247005493
44338305	5.420.732.663	0.250100731
44429072	7.65E+00	0.250107675
44430287	1.239.777.584	0.251614005
45059903	0.000566656	0.251970781
45060118	2.077.438.965	0.25241743
45084755	0.004022512	0.252516533
45085309	1.046.535.684	0.258314341
45085811	1.048.793.338	0.258840835
45086032	0.696198422	0.258994695
45086118	1.800.927.955	0.259149574
45086171	4.404.652.749	0.26148404
45086408	1.199.542.124	0.264326955
45092134	0.646103626	0.268026545
45092159	3.885.369.214	0.277739968
45092249	3.621.553.055	0.310333945
45092525	1.041.749.728	0.313209174
