position	COMBINED_rate(cM/Mb)	Genetic_Map(cM)
52492783	4.699.290.715	0.421656032
52712897	0.075292803	0.438229032
52714431	1.067.979.244	0.454611834
52733012	0.245510009	0.459173656
53138349	0.011192252	0.463710289
53149922	1.538.787.837	0.481518681
53149949	6.097.593.736	0.483165031
53217188	0.078696173	0.488456483
53250100	0.003890174	0.488584517
53326021	0.05133851	0.492482188
53349021	0.237060504	0.497934579
53386131	0.105881772	0.501863852
53456449	0.059814845	0.506069912
53457013	3.645.198.756	0.526628833
53457076	126.769.716	0.534615325
53457133	3.777.372.317	0.536768427
53457649	2.104.979.684	0.537854597
53459520	2.856.970.861	0.543199989
53491874	0.11219711	0.546830015
53823394	0.007559204	0.549336042
53929159	0.064482441	0.556156027
54022113	0.006198482	0.556732201
54286383	0.001142744	0.557034194
54286889	1.264.457.694	0.56343235
54357787	0.199381653	0.57756811
54454507	0.032483901	0.580709953
54677813	0.265582993	0.640016229
54751200	1.463.530.607	0.74742035
54831485	0.024298904	0.749371187
54835304	0.855965816	0.752640121
54835391	294.162.777	0.778232282
54836870	3.531.718.163	0.783455693
54837744	0.325827539	0.783740467
54838024	1.635.731.729	0.788320516
55016165	0.019468034	0.791788571
55114519	0.012219456	0.792990403
55114819	0.364272579	0.793099685
55114825	7.622.977.478	0.797673471
55117493	418.824.231	0.808847702
55137894	0.733052071	0.823802697
55137903	4.323.243.188	0.862711886
55161190	0.171644755	0.866708977
55187986	0.058935364	0.868288209
56057975	0.003564083	0.871388922
56333030	0.022262789	0.877512413
56382148	0.224673823	0.888547942
56575689	0.00981507	0.890447561
56753066	0.026217932	0.895098019
56753163	3.625.119.913	0.930261682
56780437	0.45808394	0.942755463
56780532	5.212.401.506	0.992273278
56781388	0.522026096	0.992720132
56781437	2.04E+23	100.074.559.058.046
56782539	6.10E+19	100.746.377.705.443
56783868	2.29E+18	101.050.466.670.341
