position	COMBINED_rate(cM/Mb)	Genetic_Map(cM)
36765007	0.000933403	0.142082806
36881092	0.002266347	0.142345895
36881223	0.173140406	0.142368576
36881392	0.06803919	0.142380075
36881468	1.368.976.705	0.142484117
36882933	0.001586099	0.142486441
36883178	0.105243834	0.142512225
36883186	0.243999168	0.142514177
37258967	0.000433722	0.142677162
37390413	0.000135205	0.142694934
37867794	5.70E+00	0.142722121
37940976	0.000326232	0.142745996
37941102	0.224618446	0.142774298
37976441	0.008094513	0.14306035
38059242	0.002975997	0.143306765
38208809	0.002464849	0.143675425
38210711	0.006425869	0.143687647
38211208	0.064625728	0.143719766
38211306	0.226040209	0.143741918
38211332	2.774.019.748	0.143814043
38211470	1.328.639.447	0.143997395
38211559	0.055319569	0.144002318
38211638	1.691.794.389	0.157367494
38211989	4.906.624.062	0.174589744
38212853	1.081.807.633	0.175524426
38212878	2.224.512.687	0.176080554
38291420	0.009481561	0.176825255
38291438	1.074.524.043	0.176844597
38298215	0.076532063	0.177363254
38333228	0.035133851	0.178593396
38458958	0.000336504	0.178635705
38707786	0.001081653	0.17890485
38745809	0.023719631	0.179806742
38754845	0.004606089	0.179848362
38781660	0.004159403	0.179959897
39243760	0.001377427	0.180596406
39474806	0.028975305	0.187291034
39539088	0.001026572	0.187357024
39783311	0.005977623	0.188816897
39792242	0.601663048	0.19419035
39793124	3.018.291.937	0.196852483
39876347	0.006136992	0.197363222
39882582	0.032413464	0.19756532
40171177	0.002152464	0.198186511
40585733	0.000380563	0.198344276
41061435	8.30E+00	0.198383771
41062247	0.880572085	0.199098796
41520176	0.002740565	0.20035378
41927092	0.002884808	0.201527654
41927126	2.707.602.885	0.202448239
41970290	0.009871626	0.202874338
42746310	0.000121572	0.20296868
42750769	0.457258213	0.205007594
42761193	0.124297947	0.206303276
42764269	0.198803129	0.206914795
42764312	1.667.917.502	0.207631999
42803263	0.02487189	0.208600784
42803660	6.509.318.155	0.211184984
42821213	0.257323064	0.215701775
43085205	0.000305052	0.215782307
43111882	0.229880623	0.221914832
43149474	0.016142239	0.222521651
43183046	0.018944897	0.223157669
43260421	0.053952532	0.227332246
43261432	0.562505846	0.22790094
43304876	0.002505203	0.228009776
43349985	0.002221954	0.228110006
43621182	1.61E+00	0.228114376
43656207	5.43E+00	0.228116278
43890215	0.000343874	0.228196747
43893360	0.134523863	0.228619825
43950578	0.008332813	0.229096612
44030918	0.004808986	0.229482966
44075992	0.020724356	0.230417095
44119412	0.006904089	0.230716871
44166068	0.012760562	0.231312228
44303698	0.001782897	0.231557608
44393449	0.000601608	0.231611603
44608732	0.000206001	0.231655951
44775802	0.000935116	0.231812181
44929713	0.001446662	0.232034838
44972343	0.002302891	0.232133011
45015624	0.00800063	0.232479286
45591711	0.000234096	0.232614146
45860741	0.000202193	0.232668542
46017522	3.56E+00	0.232674121
46018319	0.204311747	0.232836958
46020451	0.039774454	0.232921757
46026544	0.000670595	0.232925843
46026590	9.519.462.493	0.233363738
46033613	0.016272801	0.233478022
46267449	0.000337771	0.233557005
46390332	0.00068814	0.233641566
46612395	0.000154507	0.233675876
46662403	0.042603643	0.235806399
46663076	0.361909604	0.236049964
46673307	0.03388416	0.236396633
47053493	0.000356513	0.236532174
47057660	1.025.378.303	0.240804926
47233333	0.005530245	0.24177644
47604700	0.005716777	0.243899463
47689524	0.001367327	0.244015445
47838439	1.56E+00	0.244017771
48053032	2.77E+00	0.244023718
48122388	0.000179939	0.244036198
48300004	4.77E-01	0.244037046
48416539	4.60E+00	0.244042404
48587642	8.13E+00	0.244056316
48609840	0.000121637	0.244059016
48718893	1.65E+00	0.24406081
48874849	2.95E+00	0.244065408
48879137	0.120020031	0.244580054
49057075	0.003490136	0.245201082
49130098	0.000399788	0.245230275
49260100	9.74E+00	0.245242932
49672071	0.000599478	0.245489899
49701965	0.024108464	0.246210598
49795337	0.00765432	0.246925297
49910701	0.000483323	0.246981055
49985711	0.00032579	0.247005493
50088937	0.029985065	0.250100731
50088968	0.224016341	0.250107675
50090335	1.101.923.749	0.251614005
50108753	0.019371027	0.251970781
50125329	0.026945546	0.25241743
50125534	0.483427505	0.252516533
50219978	0.061388841	0.258314341
50281023	0.008624691	0.258840835
50344242	0.00243376	0.258994695
50344321	1.960.503.849	0.259149574
50344399	2.992.905.073	0.26148404
50345098	4.067.117.074	0.264326955
50345164	5.605.438.424	0.268026545
50345218	1.798.782.043	0.277739968
50356113	2.991.645.479	0.310333945
50414444	0.049291616	0.313209174
50443601	0.201629507	0.319088086
50470736	0.078204162	0.321210156
50571659	0.056073406	0.326869252
50578317	0.876024963	0.332701826
50620658	0.091673125	0.336583358
50627521	0.678349883	0.341238873
50693975	0.058308175	0.345113685
50723658	0.580197849	0.362335698
50851628	0.020986834	0.365021383
51083766	0.000706189	0.365185316
51166697	0.005526397	0.365643626
51183356	0.008697013	0.365788509
51183805	0.688159531	0.366097493
51365568	0.001171108	0.366310357
51484815	0.012871905	0.367845293
51913883	0.018692833	0.37586579
51925145	0.131719725	0.377349217
51925225	1.491.806.252	0.378542662
51928926	2.107.762.715	0.386343492
51929666	2.663.860.277	0.406056058
52004706	0.059677531	0.41053426
52239485	0.018037222	0.414769021
52260737	0.001302315	0.414796698
52260843	266.167.926	0.415078836
52261220	4.083.000.151	0.416618127
52262018	0.070999289	0.416674784
52264212	2.270.395.697	0.421656032
52264249	4.479.189.209	0.438229032
52264315	2.482.242.668	0.454611834
52386782	0.037249394	0.459173656
52599348	0.021342237	0.463710289
52859976	0.068328774	0.481518681
52946197	0.01909454	0.483165031
52947389	443.913.758	0.488456483
52947838	0.285152325	0.488584517
52947899	6.389.624.559	0.492482188
52947906	7.789.130.851	0.497934579
52947949	9.137.843.172	0.501863852
52948131	2.311.022.124	0.506069912
52951567	5.983.387.946	0.526628833
52951684	6.826.061.629	0.534615325
52951756	2.990.419.751	0.536768427
52986578	0.031192049	0.537854597
52986639	8.762.938.494	0.543199989
53046451	0.060690586	0.546830015
53053054	0.379528585	0.549336042
53053305	2.717.125.628	0.556156027
53053341	1.600.482.525	0.556732201
53307968	0.001186021	0.557034194
53442730	0.047477449	0.56343235
53677960	0.060093357	0.57756811
53678569	5.159.019.545	0.580709953
53711466	1.802.786.756	0.640016229
53749071	2.856.112.769	0.74742035
53749287	9.031.655.115	0.749371187
53805395	0.05826145	0.752640121
53809300	6.553.690.551	0.778232282
53846583	0.140101686	0.783455693
53846625	6.780.315.936	0.783740467
54001660	0.029542031	0.788320516
54252491	0.013826262	0.791788571
54294207	0.028809866	0.792990403
54307625	0.008144416	0.793099685
54363334	0.082101393	0.797673471
54451649	0.126526983	0.808847702
54579441	0.117026068	0.823802697
54713350	0.290564403	0.862711886
54713360	39.970.914	0.866708977
54758304	0.035137772	0.868288209
54992649	0.013231401	0.871388922
55096901	0.058737401	0.877512413
55186134	0.123670938	0.888547942
55470036	0.006691106	0.890447561
55521678	0.09005186	0.895098019
55744569	0.1577617	0.930261682
55783877	0.317843222	0.942755463
55838196	0.911611302	0.992273278
55889134	0.008772514	0.992720132
55922839	2.97E+20	100.074.559.058.046
55937583	4.56E+18	100.746.377.705.443
56645417	4.30E+16	101.050.466.670.341
56735014	8.10E+17	101.776.511.001.565
56818257	7.47E+17	102.398.399.634.439
56940118	1.78E+18	104.568.970.878.766
56940166	2.59E+21	105.813.106.660.439
56940277	5.40E+17	105.873.057.784.870
56940505	1.03E+21	108.222.658.382.799
56940529	2.71E+21	108.873.363.318.377
56940758	1.31E+20	109.172.738.979.660
57059311	7.49E+17	110.060.941.706.651
57300223	1.27E+17	110.365.780.244.844
57620314	3.48E+17	111.480.663.208.348
57651092	2.37E+18	112.208.908.493.055
57820264	6.17E+16	112.313.349.841.656
57850119	3.30E+18	113.298.816.072.764
57870264	2.37E+18	113.775.884.505.209
57870758	1.25E+19	114.392.988.175.843
57870796	5.74E+21	116.574.667.819.501
57874021	4.99E+18	118.182.877.385.397
57907296	4.12E+17	118.320.011.534.427
57921751	6.30E+17	119.230.083.614.353
57934813	8.77E+18	120.376.243.592.354
57953056	2.77E+18	120.880.877.458.673
58064604	7.87E+17	121.759.218.651.525
58219072	3.24E+17	122.260.063.838.462
58219291	1.73E+19	122.298.039.963.150
58219483	1.70E+20	122.623.688.236.238
58219576	1.87E+19	122.641.071.341.226
58259275	3.58E+16	122.655.288.300.222
58259535	1.05E+19	122.682.637.194.018
58259841	3.20E+19	122.780.474.195.764
58259952	3.71E+19	122.821.631.431.152
58293159	1.80E+17	122.881.543.829.362
58541585	6.05E+16	123.031.903.950.007
58667828	7.25E+16	123.123.377.501.045
58827852	6.22E+16	123.222.887.987.682
58844975	1.62E+17	123.250.640.152.362
59132473	17628058240	123.255.708.183.850
59133831	8.32E+18	123.368.708.250.444
59263222	4.44E+17	123.943.656.261.019
59263259	1.33E+20	123.993.000.060.608
59361975	5.17E+16	124.502.956.566.745
